message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent
Good evening the Masokas muriseiko anaAmai vangu babaKadzis nanaSokos,True,unknown,general,[],False,[],False,[],False,chitchat
Makadiii anamhomz nanasekuru vanagogo,True,unknown,general,[],False,[],False,[],False,chitchat
Compensation Efforts for Zimbabwean Wenera Miners Takes Shape,True,neutral,general,[],False,[],False,[],False,chitchat
Ana mukoma Sunny Masoka baba vaBonie hasi vamwe vacho here,True,unknown,general,[],False,[],False,['ana'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ndivo vaudzeyiwo Bro Sanny,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Thank you for adding me into the family group I hope I find all in good health  Regai nditore mukana uno kukuzivisai kuti panehurongwa hwekumutsiridza the Famous MASOKA FAMILY Burial Society Izvi zvakakurukura tiri kunyaradzo kwamukoma Issac Masoka Takaona kuti midziyo yedu  inova maplates cups and tents hazvichakwani kana kukodzerauye hazvisi kushanduswa semarongerwo azvino tarisirwa kuita We suggested that tinofanira kumutsiridza kuuye kutenga mimwe midziyo Uye umwe nemumwe anotarisirwa kuzobhadhara muripo we mari inoita  pamwedzi woga woga secontribution this figure is subject to discussion and agreement Then panodawo a working committee There it is in shot mhuri yekwangu Lets give our opinionsThis group will embrace all bona fide Masokasie vana komana vanasikana and vazukuru Those present on the day where Sunny MasokabaBonnie Issac Masoka baMirriam Patrick Masoka baTydings and Ernest Masoka baKelvin Ndatenda,True,positive,finance,[],False,[],False,"['me', 'i', 'i', 'in', 'and', 'kuita', 'is', 'to', 'and', 'a', 'it', 'is', 'in', 'and', 'on', 'and']",True,finance
Supported by me,True,neutral,general,[],False,[],False,['me'],True,chitchat
True fact ana mukanya bhora mberi saka kutanga rinhii kubisa mari also ino puhwa ani,True,unknown,finance,[],False,[],False,"['ana', 'bhora', 'ani']",True,sports
Maita basa anaMurehwa,True,unknown,general,[],False,[],False,[],False,chitchat
Good idea kutanga rinhi kubvisa Mari dzacho,True,unknown,finance,[],False,[],False,[],False,finance
Magona tinogamuchira Mari inopihwa ani,True,unknown,finance,[],False,[],False,['ani'],True,finance
Mamukasei hama mari irikupiwa ani,True,unknown,finance,"[{'term': 'mamukasei', 'meaning': 'How did you wake up?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'mamuka'}]",True,[],False,['ani'],True,finance
Wakadiyi hako tatenda wakafamba mushe here,True,unknown,greeting,"[{'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,chitchat
Ndakasimba ndakafamba mushe,True,unknown,greeting,"[{'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,chitchat
Mhuri yababa vangu mese munodadisa nerudawiro rwenyu panyaya iyi Saka pakuda kusarudzwa a MiniCommittee ina sachigaro munyori nasahomwe for the meantime The idea will be perfected as time goes on,True,neutral,greeting,[],False,[],False,"['a', 'be', 'as', 'on']",True,chitchat
Noted,True,neutral,general,[],False,[],False,[],False,chitchat
Morning I believe a committee must be set up and a constitution realised We must consider giving equal opportunity to every one in the committee nominations I have silently observed retrogressive technicalities sprouting as a result of thatthe result No Progress  Ngatimboitawo zvinobuda hamadzangu weeee,True,neutral,general,[],False,[],False,"['i', 'a', 'be', 'and', 'a', 'to', 'in', 'i', 'as', 'a', 'of']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Thank YOU my beloved family Lets start the ball rolling,True,positive,general,[],False,[],False,[],False,chitchat
Izvi zvakanaka saka ndinofunga kuti tisati taonana uso neuso tambogadzira committee yacho pano pagroup toisa manominations then to voter Panodiwa chairvice secretaryvice and treasurer,True,neutral,general,[],False,[],False,"['uso', 'to', 'and']",True,chitchat
Lets look for people who are capable Hazvina basa kuti mwana sikana kana kuti mudiki New blood apa Vafana ndomukana wenyu uyu wekuratidza maLeadership qualities enyu apa,True,unknown,greeting,[],False,[],False,"['apa', 'apa']",True,chitchat
True I believe everyone has hisher capabilities,True,positive,greeting,[],False,[],False,['i'],True,chitchat
Vadiki ndizvo asi vasingapesanise paukama vasina divi ravakarerekera  vari vasikana ka na vakomana,True,unknown,general,[],False,[],False,"['ka', 'na']",True,chitchat
I think the truth is we have all come through guidance from our elders Hatidi zvinhu zvisingabudi or zvinozoshoresa Ma Elders anodiwa kupawo some more wisdom and mature real decisions Tikati pwere dzega ave mahumbwe Panodawo also highly proficient personalities dzevakuru who can serve as guiding pillars and offering advice where necessary,True,positive,greeting,[],False,[],False,"['i', 'is', 'ma', 'and', 'as', 'and']",True,chitchat
Yaa panoda vakuru nevadiki kuti zviite kwete vadiki vega,True,unknown,general,[],False,[],False,[],False,chitchat
I second the initiative,True,neutral,general,[],False,[],False,['i'],True,chitchat
Yes but batayi kutaura kwangu vakuru vanodiwa asi vasingapesanise,True,unknown,general,[],False,[],False,['yes'],True,chitchat
Amen iyoyo,True,unknown,religion,[],False,[],False,[],False,religion
Yaah ndapabata Tete Zvanzi pasi nevapesanise If kana Uchida behaviour iyoyo then obviously you are not the good leader watikutsvaga nekuda apaSTOP  STOP,True,unknown,greeting,[],False,[],False,['if'],True,chitchat
Elders are always there to advise Elders are the Politburo Showcase Leadership qualities,True,neutral,greeting,[],False,[],False,['to'],True,chitchat
Ehe but asingaparadze ukama nekuda kudiwa asina mavato nekudakuti ndini ndinogona kuronga  chitotangayi kusarudza sezva taura Mukoma Patrick,True,unknown,greeting,[],False,[],False,[],False,chitchat
Morning  Amen apo inindinozvikurudzira zvikuru asi panezvakawandisa  zvinoda kugadziriswa first tisati tamhanyira kuti ngatibvisei Mari takamboriita Masoka and Sons rikazoparara  saka panoda mitemo chaiyo pakutanga,True,unknown,religion,[],False,[],False,['and'],True,religion
correct,True,unknown,general,[],False,[],False,[],False,chitchat
Ini kufunga kwangu hangu ngatimboitai zvekuunganidza midziyo first yose yinodiwa kushandiswa  pamabiko nepadzindufu poiswa mitemo kuti  arasachinhu anodzorera sei us pamwedzi ndinoona yakawandisa nemamiriro akaita zvinhu mazuvaano todakuti munhu wose akwanise kupinda,True,unknown,greeting,[],False,[],False,"['sei', 'us']",True,chitchat
Marten Masoka Emely Benji TatendaMasoka Mai Jonhera Thomas Tylene kufunga kwangu hamadzangu,True,unknown,general,[],False,[],False,[],False,chitchat
Supported,True,neutral,general,[],False,[],False,[],False,chitchat
Appoint members from each of our sekurus that is NhamburaMarimoAisahPhibionHoreraMunangwa and JefreyThats if possible If there are no members from Munangwa or Jefrey then we have to chose the same to the three  most senior sekurus Balance of power and spirit of collective ness as a FAMILY,True,positive,finance,[],False,[],False,"['of', 'is', 'and', 'if', 'if', 'to', 'to', 'of', 'and', 'of', 'as', 'a']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Vamwe isayi Mrewa ndovandaziva havasati vakwana Mrewa taurayi vamwe,True,unknown,general,[],False,[],False,[],False,chitchat
Thanks big bros,True,unknown,general,[],False,[],False,['big'],True,chitchat
Great idea,True,positive,general,[],False,[],False,[],False,chitchat
You are now talkinglets choose as you suggest say two from eachThen also include vazukuru then Elders from the three masketiers,True,neutral,general,[],False,[],False,"['as', 'say']",True,chitchat
Kana ndatarisa apo pane  vekwa Nhambura Martin Benji  vekwaMarimo Emily  Tyleen    vekwaHoreraTatenda na mai jonhera Thomas muzukuru Vekwa Jofero naMunangwa Kana varipo vane interest vanongotaura pagroup or kuti inboxer toziva,True,unknown,finance,[],False,[],False,['na'],True,chitchat
Yes,True,unknown,general,[],False,[],False,['yes'],True,chitchat
Vazukuru vangani,True,unknown,general,[],False,[],False,[],False,chitchat
From the statement I wrote I think it means as long as you belong kwaNhambura Aisah or Horera and so on as amuzukuru  along that linage muzukuru iyeyo icorrect,True,neutral,greeting,[],False,[],False,"['i', 'i', 'it', 'as', 'as', 'and', 'so', 'on', 'as']",True,chitchat
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,religion
Tine kwatiri kuenda here nenyaya yeduI wonder,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mukuziva wani Vhuramavi,True,unknown,general,[],False,[],False,[],False,chitchat
Vaera soko muriko here uko,True,unknown,general,[],False,[],False,[],False,chitchat
Kuko muporofita munhu aripanyama not pamweya,True,unknown,general,[],False,[],False,[],False,chitchat
Yeeeh true to that,True,positive,general,[],False,[],False,['to'],True,chitchat
Ummmmmm  false doctrine,True,unknown,general,[],False,[],False,[],False,chitchat
Zvakaoma Vanasoko,True,unknown,general,[],False,[],False,[],False,complaint
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Heresy kkkk,True,unknown,general,[],False,[],False,[],False,chitchat
Saka avo vakamira ndivo vayera soko vacho here,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Hama makadii,True,unknown,general,[],False,[],False,[],False,chitchat
Tinofara sekuru kana murivadi tinotenda Mwari nenyasha dzekurarama,True,unknown,religion,[],False,[],False,[],False,chitchat
Makasimba here baba,True,unknown,greeting,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Good morning family have a blessed day,True,positive,general,[],False,[],False,['a'],True,religion
Open this link to join my WhatsApp Group httpschatwhatsappcomIHBafUJRoiDdQtMYD,True,neutral,greeting,[],False,[],False,['to'],True,chitchat
Good morning muswere munyasha hama,True,positive,general,[],False,[],False,[],False,chitchat
Morning Good people,True,positive,general,[],False,[],False,[],False,chitchat
Morning Morning family,True,neutral,general,[],False,[],False,[],False,chitchat
Good Morning,True,positive,general,[],False,[],False,[],False,chitchat
Murisei vana Soko nana Mukanya nevamwe veseee,True,unknown,general,[],False,[],False,[],False,chitchat
Gd mng,True,unknown,general,[],False,[],False,[],False,chitchat
Gushungo makadiiko,True,unknown,general,[],False,[],False,[],False,chitchat
Morning hama,True,unknown,general,[],False,[],False,[],False,chitchat
Makadii vanamai vangu,True,unknown,general,[],False,[],False,[],False,chitchat
Tinofara mwanangu,True,unknown,general,[],False,[],False,[],False,chitchat
Hie Buti,True,unknown,greeting,[],False,[],False,[],False,chitchat
Imvura here nhasi ndaona kuti murivapenyu mesemy sisters brother vana vangu and my mothers,True,neutral,general,[],False,[],False,['and'],True,chitchat
Muriseiko mese,True,unknown,general,[],False,[],False,[],False,chitchat
Tiripo zvedu Mwari vari mubatsiri nguva dzose muupenyu hwedu,True,unknown,religion,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Maswera sei hama kwamuri mose,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,chitchat
Tasvera nenyasha,True,unknown,general,[],False,[],False,[],False,chitchat
Brilliant panel beaters and spray painters is a Leading company located in seke tavern complex makoni shopping center We specialize in chassis straightening Minor and major accidents Refurbish and resprayfiberglass repairs Gas and arc welding etc If you need any of the above services app me on this number or call on  Thank you for doing business with us,True,neutral,religion,[],False,[],False,"['and', 'is', 'a', 'in', 'in', 'and', 'accidents', 'and', 'and', 'if', 'any', 'of', 'me', 'on', 'on', 'us']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Amen very powerfull,True,positive,religion,[],False,[],False,[],False,religion
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Maswerasei hama,True,unknown,greeting,[],False,[],False,[],False,chitchat
Mukoma Fidellis  is not feeling well is in Harare at his house he needs prayers,True,neutral,religion,[],False,[],False,"['is', 'is', 'in', 'at', 'he']",True,chitchat
Noted thanks,True,positive,general,[],False,[],False,[],False,chitchat
Thanks,True,positive,general,[],False,[],False,[],False,chitchat
Noted,True,neutral,general,[],False,[],False,[],False,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Get well soon sekuru Mwari variko,True,unknown,religion,[],False,[],False,[],False,chitchat
Totenda Mwari nekuvaporesa,True,unknown,religion,[],False,[],False,[],False,chitchat
Muzita raJesu vasekuru vangu nemaronda ake takaposeswa,True,unknown,general,[],False,[],False,['ake'],True,chitchat
Porai nekukasika sekuru mwari ndiye jekiseni razvose,True,unknown,religion,[],False,[],False,[],False,chitchat
Ndinotaura kuporeswa neropa raJesu Mponisi wedu rakayerera pamchinjikwa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Mangwanani akanaka mhuri yababa Komborerwai mose,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Brilliant panel beaters and spray painters is a Leading company located in seke tavern complex makoni shopping center We specialize in chassis straightening Minor and major accidents Refurbish and resprayfiberglass repairs Gas and arc welding etc If you need any of the above services app me on this number or call on  Thank you for doing business with us,True,neutral,religion,[],False,[],False,"['and', 'is', 'a', 'in', 'in', 'and', 'accidents', 'and', 'and', 'if', 'any', 'of', 'me', 'on', 'on', 'us']",True,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Good morning garai Muchidana as long as tomorrow is still unknown never look down to anybody Enjoy your day  family,True,positive,greeting,[],False,[],False,"['as', 'as', 'is', 'to']",True,chitchat
Well said mukanya Good morning vehama,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Vanhu Vose,True,unknown,general,[],False,[],False,[],False,chitchat
Murisei mese pano,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amenpowerful,True,neutral,religion,[],False,[],False,[],False,chitchat
Powerful words of Amai,True,positive,general,[],False,[],False,['of'],True,chitchat
Ndiri nzri,True,unknown,general,[],False,[],False,[],False,chitchat
Ndiri nani,True,unknown,general,[],False,[],False,[],False,chitchat
Gushi,True,unknown,greeting,[],False,[],False,[],False,chitchat
I,True,unknown,general,[],False,[],False,['i'],True,chitchat
Praise GodAmen,True,unknown,religion,[],False,[],False,[],False,chitchat
ZVOKUDYA ZVAKARAIRWA,True,unknown,general,[],False,[],False,[],False,chitchat
Mornings Mornings,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
hie pple good for me im aboard,True,positive,greeting,[],False,[],False,"['me', 'im']",True,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
How are you,True,neutral,general,[],False,[],False,[],False,chitchat
Iam fny fny,True,unknown,general,[],False,[],False,[],False,chitchat
Happy  family here l  am  Love you  cheers,True,positive,general,[],False,[],False,"['l', 'am']",True,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Mornings family,True,neutral,general,[],False,[],False,[],False,chitchat
Mangwanani akanaka hama,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Morning morning Tamuka zvakanaka munyasha,True,unknown,general,[],False,[],False,[],False,chitchat
Afternoon  hama,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
sorry not Group related kuvagari vemukuwadzana kunanya  to  confirm with your relatives vanoenda kumabasa vanowanzobuda nabyo Road kuseni  am kombi yakata gonyeti pamarobots pamagetsi ikauraya vanhu vanhu vafa vamwe totovaziva so painful MAY THEIR SOULS REST IN PEACE,True,unknown,general,[],False,[],False,"['to', 'am', 'so', 'in']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
httpswwwamazoncomShonaBantuclaimingIsraelHeritagedpBXSNXdplnkIdcebdfdfacddbnodl,True,neutral,general,[],False,[],False,[],False,chitchat
It is one year since the passing on of my Brother Ebenezer Manu Masoka To remember him I have launched a Foundation in his name through proceeds from the sale of his book and writings He was a great writer and a great philosopher His writings will impact many succeeding generations For the past year without any marketing or publicity the book has been sought all over the world with most of its sales being in US  Canada Very soon we will be launching its marketing and publicity strategy online,True,positive,greeting,[],False,[],False,"['it', 'is', 'on', 'of', 'to', 'him', 'i', 'a', 'in', 'of', 'and', 'he', 'a', 'and', 'a', 'any', 'of', 'in', 'us', 'be', 'and']",True,chitchat
Thank you,True,neutral,general,[],False,[],False,[],False,chitchat
MHSRIP,True,unknown,general,[],False,[],False,[],False,chitchat
Rest in Peace bro,True,neutral,general,[],False,[],False,['in'],True,chitchat
You did bestLovely,True,unknown,general,[],False,[],False,[],False,chitchat
He will forever be missed and RememberMay He continue to Rest in Peace,True,neutral,general,[],False,[],False,"['he', 'be', 'and', 'he', 'to', 'in']",True,chitchat
Mrewa rest in piece and Bro Munuel,True,neutral,general,[],False,[],False,"['in', 'and']",True,chitchat
May His Soul Rest In Peace,True,neutral,greeting,[],False,[],False,['in'],True,chitchat
Rest In Peace Dear Brother,True,neutral,general,[],False,[],False,['in'],True,chitchat
httpsmwozxyzcocacolas,True,unknown,general,[],False,[],False,[],False,chitchat
Beware of scammers,True,neutral,general,[],False,[],False,['of'],True,chitchat
Phishing iyoooo,True,unknown,greeting,[],False,[],False,[],False,chitchat
Social engineering chaiyo,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Murisei gogo kurova hanzi,True,unknown,general,[],False,[],False,[],False,news
Bhoo dea kuri cy ikoko,True,unknown,general,[],False,[],False,[],False,chitchat
Kuno mandiziva here,True,unknown,general,[],False,[],False,[],False,chitchat
Muripa Facebook here,True,neutral,general,[],False,[],False,[],False,chitchat
Ayewa handina,True,unknown,general,[],False,[],False,[],False,chitchat
Yep,True,unknown,general,[],False,[],False,[],False,chitchat
Ndiri munininina vaParadzai makuvhu ndinonzi Tatenda makuvhu mwana Rita masoka,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Okay rega ndigo bvunza kusatoziva hngu chokwadi,True,unknown,general,[],False,[],False,[],False,chitchat
Ndatambira msg yekuti Daglas Matanhire ashaya nhasi am Daglas mwana watete Easter kana kuti VaSadzi,True,unknown,greeting,[],False,[],False,['am'],True,chitchat
Aah shame nematambudziko hama ashayikira ku Bulawayo ikoko,True,unknown,general,[],False,[],False,['ku'],True,chitchat
Nematambudziko VeHama,True,unknown,general,[],False,[],False,[],False,chitchat
Havana kutaura vatumira msg  ndi Mugove mwana wa Sinikiwe akaroora kwa Mdeke ndokwaakatenga  Musha,True,unknown,general,[],False,[],False,"['ndi', 'wa']",True,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko family,True,unknown,general,[],False,[],False,[],False,chitchat
Nedzinoparadza hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambidzi hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko Mwari akunyaradzii mhuri nyekwaMasoka,True,unknown,religion,[],False,[],False,[],False,chitchat
There shall be a Nyaradzo bus from Bulawayo and will pass through Harare picking mourners to Murewa Those who are willing get prepared muchaudzwa time and place where the bus will pick you,True,positive,general,[],False,[],False,"['be', 'a', 'and', 'to', 'and']",True,chitchat
That is tomorrow Monday and burial Tuesday,True,neutral,general,[],False,[],False,"['is', 'and']",True,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Mozondiudzawo,True,unknown,general,[],False,[],False,[],False,chitchat
MHSRIP,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko  hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Nenhamo hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nenhamo hama,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Mamuka sei hama gatirambe tichinamata,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
How many of us vari kuenda kunhamo We want to reserve seats in the bus,True,positive,general,[],False,[],False,"['of', 'us', 'to', 'in']",True,chitchat
Bhazi rasimuka kuBulawayo just now saka rikutarisirwa kusvika muHarare btwn  and  vanhu vese vari kuenda be in town by  at Nyaradzo Hebert ChitepoAny further updates on position of bus batai mukoma Ambrose,True,neutral,greeting,[],False,[],False,"['and', 'be', 'in', 'at', 'on', 'of']",True,chitchat
Ambrose Masokavcf file attached,True,neutral,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
what is the greatest wisdom,True,positive,general,[],False,[],False,['is'],True,chitchat
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,religion
Thank u Lord help us to keep on doing good always,True,positive,general,[],False,[],False,"['u', 'us', 'to', 'on']",True,chitchat
Mamukawo Mose PaGrup APO,True,unknown,greeting,[],False,[],False,[],False,chitchat
Vakakwanisa kuenda kunhamo makamuradzika zvvakanaka here  Many thanks kuna vose,True,unknown,general,[],False,[],False,[],False,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
How are you  my sister,True,neutral,general,[],False,[],False,[],False,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Ndiripo hangu Mainini ndakazoenda kurufu kwa Matanhire,True,unknown,greeting,[],False,[],False,[],False,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Makadiiko mese pano,True,unknown,general,[],False,[],False,[],False,chitchat
Tinofara hedu mhamha muri seiwotichingotenda kuponeswa kwehama dzedu dziri kunzwa marwadzo munyama,True,unknown,greeting,[],False,[],False,['muri'],True,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Govt Announces Jail for WhatsApp Admins Without A Potraz License USD Fee,True,neutral,general,[],False,[],False,['a'],True,chitchat
A lot of Big Data is being sold and people get hundreds of Millions for nothingJust collecting and giving data to those who know how to use it As you visit social media platformscheck in with social media apps upload content  tag others and get tagged with your smartphone in your handyour itinerary gets peppered with data points and are routinely reported back to the mother,True,neutral,greeting,[],False,[],False,"['a', 'of', 'big', 'is', 'and', 'of', 'and', 'to', 'to', 'it', 'as', 'in', 'and', 'in', 'and', 'to']",True,chitchat
mothers hip for cataloging and analysis,True,neutral,greeting,[],False,[],False,"['hip', 'and']",True,chitchat
All social media including Instagram andcsnapchatc are guilty of psychologically manipulating users to keep glued to their smartphones,True,negative,general,[],False,[],False,"['of', 'to', 'to']",True,chitchat
The painful part is to convince friends and family to STOP using these platforms  and apps as they are designed to be addictiveThe user serves as the listening post for the platform,True,negative,greeting,[],False,[],False,"['is', 'to', 'and', 'to', 'and', 'as', 'to', 'be', 'as']",True,chitchat
Plus PROFILING Mukanya Google uses your personal profile to sell ads not only on their search engine but also on over three million other websites and apps Every time you visit one of these sites or apps Google is following you around with hypertargeted ads This is deep stuff Not everyone understands this Remember that True Caller thing People surrendered access to their contacts and boom True Caller had  Billion Phone numbers in less than Hours And we Africans are the Guinea Pigs This message was edited,True,neutral,greeting,[],False,[],False,"['to', 'on', 'on', 'and', 'of', 'is', 'is', 'deep', 'to', 'and', 'in', 'and']",True,chitchat
We enrich scrupulous Cybersecurity criminals  Kuvapa muriwo wekudya sadly isutoseva nemuto wejongwe Ndochaizvo zvatinoit nenyayawo ye ignorance on Big Data,True,negative,general,[],False,[],False,"['ye', 'on', 'big']",True,chitchat
sadza,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Yaah that may well serve us in a small way,True,negative,general,[],False,[],False,"['us', 'in', 'a']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Happy Sabbath hama  dzangu,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family  have a good day,True,positive,general,[],False,[],False,['a'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Mornings family,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Yoweeeeeeee ko vanhu vatedzeiko,True,unknown,general,[],False,[],False,['ko'],True,chitchat
Mwari mubatsiri wedungavatichengetewo isu ne mhuri dzeduChokwadi kunze kwakaoma uuuum,True,unknown,religion,[],False,[],False,['ne'],True,chitchat
Good morning family  have  a blessed day,True,positive,general,[],False,[],False,['a'],True,religion
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mornings Mornings,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Gud morn Ameeen,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Moning family pray for me I will pray  for u psalm  verse  God bless you,True,neutral,religion,[],False,[],False,"['me', 'i', 'u']",True,religion
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Goodmorningfamily have ablessedday,True,neutral,general,[],False,[],False,[],False,chitchat
Prayer moves mountains,True,neutral,religion,[],False,[],False,[],False,chitchat
Ameeen gud morn hama,True,unknown,general,[],False,[],False,[],False,chitchat
Greetings family,True,neutral,general,[],False,[],False,[],False,chitchat
Makadii mose,True,unknown,general,[],False,[],False,[],False,chitchat
Gushungo,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good day,True,unknown,general,[],False,[],False,[],False,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Good message,True,unknown,general,[],False,[],False,[],False,chitchat
Morara  Munyasha,True,unknown,general,[],False,[],False,[],False,chitchat
Powerful indeed,True,unknown,general,[],False,[],False,[],False,chitchat
Muriko,True,unknown,general,[],False,[],False,[],False,chitchat
Mutegude mwanangu urcy,True,unknown,general,[],False,[],False,[],False,chitchat
Ndosimba moms makadiwo,True,unknown,general,[],False,[],False,[],False,chitchat
