message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent
Idzio idzi,True,unknown,general,[],False,[],False,[],False,chitchat
Ini ndinaye,True,unknown,general,[],False,[],False,[],False,chitchat
Chikuru kunamata hama zvinopfawa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Ehe  Makadii,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkkkk,True,unknown,general,[],False,[],False,[],False,chitchat
Kna kuine ari kuda zvke bsa Rekugaisa muchigayo Anogara kumabvuku Inbox me,True,unknown,greeting,[],False,[],False,['me'],True,chitchat
FOR DAILY NEWS UPDATES,True,unknown,general,[],False,[],False,[],False,chitchat
Adaku bamurwa,True,unknown,general,[],False,[],False,[],False,chitchat
Aaaaa nhy nhy kutituka kudaro,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Mashoko makukutu,True,unknown,general,[],False,[],False,[],False,chitchat
Kwaziwa EV,True,unknown,general,[],False,[],False,[],False,chitchat
hwa xur zvkwanabut chingoti uda kudaviravo,True,unknown,greeting,[],False,[],False,[],False,chitchat
Thanks,True,positive,general,[],False,[],False,[],False,chitchat
Vari kutombotsvagwa chokwadi,True,unknown,general,[],False,[],False,[],False,chitchat
Totenda,True,unknown,general,[],False,[],False,[],False,chitchat
Makadiiko Everyone,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Haaa rega ndoita zvekuuya nechitsoka,True,unknown,greeting,[],False,[],False,[],False,chitchat
Farisai mhuri yedu,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Nyararai muzive kuti ndini Mwari Ndichava mukuru pakati pavahedheni ndichava mukuru panyika,True,unknown,religion,[],False,[],False,[],False,chitchat
Vanongokosora vachipfira kkkkkkkkk,True,unknown,greeting,[],False,[],False,['vanongokosora'],True,chitchat
iweeeee imbaika ishe netune yekamugodhi,True,unknown,greeting,[],False,[],False,[],False,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Aaaaah,True,unknown,general,[],False,[],False,[],False,chitchat
Hahahahahahaha,True,unknown,general,[],False,[],False,[],False,chitchat
MAY CONTRIBUTIONS,True,unknown,general,[],False,[],False,[],False,chitchat
Kotiwo nhau dzekuisa matombo ataurwa ayainyay dzkanak asi patimire ikozvinohamusi madzisanganisa here,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Kararamiro Kako kanotaura kuti MakaJoiner Church chete here kana kuti MakaJoiner Jesu,True,unknown,general,[],False,[],False,[],False,chitchat
Hevoi,True,unknown,general,[],False,[],False,[],False,chitchat
Ndinofara zvangu hama kuri cy,True,unknown,general,[],False,[],False,[],False,chitchat
Sunday    th October,True,neutral,general,[],False,[],False,[],False,chitchat
That a gnu with itself,True,neutral,general,[],False,[],False,['a'],True,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Dear loved ones,True,positive,general,[],False,[],False,[],False,chitchat
tinotendamwari,True,unknown,religion,[],False,[],False,[],False,chitchat
Chinenge chichibhowa chii,True,unknown,greeting,[],False,[],False,['chichibhowa'],True,chitchat
haaa inenge yarema baba,True,unknown,general,[],False,[],False,[],False,chitchat
Yes,True,unknown,general,[],False,[],False,['yes'],True,chitchat
To those  who have joined in prayer and those who are still to,True,neutral,religion,[],False,[],False,"['to', 'in', 'and', 'to']",True,chitchat
I wann ask kut ska youth yedu zvayakatonhora tikaita kna mhemberero muregion wah are we gonna do,True,unknown,general,[],False,[],False,"['i', 'ska', 'do']",True,chitchat
Follow this link to join my Whatsapp httpschatwhatsappcomIpehjTpkKLWKnPWhXq,True,neutral,greeting,[],False,[],False,['to'],True,chitchat
shimba,True,unknown,greeting,[],False,[],False,[],False,chitchat
Kunxwisisa kotongokushupaiwo chte,True,unknown,general,[],False,[],False,[],False,chitchat
Send me your CV kuInbox now,True,neutral,general,[],False,[],False,['me'],True,chitchat
ndikukadawo kana makawana mundipo,True,unknown,general,[],False,[],False,[],False,chitchat
Gweru Man Jailed For Assaulting Wife During TV Channel Dispute,True,neutral,general,[],False,[],False,['man'],True,chitchat
Hupenyu hwazvino hwasiyana nehwakare here,True,unknown,general,[],False,[],False,[],False,chitchat
Ndapanzwa tichagadzirisaasi isu tingaziwe here kuti uyu anoita drama,True,unknown,general,[],False,[],False,[],False,chitchat
NYARI WANGU  newamwe  wode pano,True,unknown,general,[],False,[],False,[],False,chitchat
Yeah kufidelity,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
chakupa,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Kureva kuti zvizhinji zvavepo kwasara mombe Mai Doc toita sei nenyaya yemombe kwasara exactly  weeks,True,unknown,greeting,[],False,[],False,['sei'],True,chitchat
Mkomana aive mu cheek,True,unknown,general,[],False,[],False,['mu'],True,chitchat
Good morning hama mose Tamuka munyasha dzamwari muswere madziri,True,unknown,religion,[],False,[],False,[],False,chitchat
Munhu anosanduka sanduka wena,True,unknown,general,[],False,[],False,[],False,chitchat
Itai list yacho babazvakanakaGirls batsiraiwo,True,unknown,general,[],False,[],False,[],False,chitchat
Good night Ruru vanhu vaya watotanga,True,unknown,general,[],False,[],False,[],False,chitchat
Church service from  to  then toenda kumba tosimuka around,True,neutral,general,[],False,[],False,['to'],True,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Next time ukapinda scroller uone vaisa masticker uchibuditsa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Tauraika nhai vakomana,True,unknown,general,[],False,[],False,[],False,chitchat
Now food will not bring us close to God  We are not worse if we do not eat and no better  if we do,True,neutral,general,[],False,[],False,"['us', 'to', 'if', 'do', 'and', 'if', 'do']",True,chitchat
Thanx Soko neupdate,True,neutral,general,[],False,[],False,[],False,chitchat
Sei sei Vitalis,True,unknown,general,[],False,[],False,"['sei', 'sei']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Kuno kurbo zvako riricy basa ramwari,True,unknown,religion,[],False,[],False,[],False,chitchat
Kkk,True,unknown,general,[],False,[],False,[],False,chitchat
Haa  days hadziite wa August ihh tichiitey mazuva ese aya,True,unknown,greeting,[],False,[],False,"['wa', 'aya']",True,chitchat
Kk verenga fut unzwsise from ves,True,unknown,general,[],False,[],False,[],False,chitchat
Aaaaah wazviwanepi izvozvo,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkk mutare,True,unknown,general,[],False,[],False,[],False,chitchat
Aaah musadaro hamaweee,True,unknown,general,[],False,[],False,[],False,chitchat
Eeeeh,True,unknown,general,[],False,[],False,[],False,chitchat
kkkkk I can see hangu,True,unknown,general,[],False,[],False,['i'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
True wena,True,unknown,general,[],False,[],False,[],False,chitchat
Makadii hama  dzangy,True,unknown,general,[],False,[],False,[],False,chitchat
JEKWA list,True,unknown,general,[],False,[],False,[],False,chitchat
Ndikutoon kut ma,True,unknown,general,[],False,[],False,['ma'],True,chitchat
unofara here wechidiki,True,unknown,greeting,[],False,[],False,[],False,chitchat
Ko indawa,True,unknown,general,[],False,[],False,['ko'],True,chitchat
th de say,True,neutral,general,[],False,[],False,"['de', 'say']",True,chitchat
Nematambudziko Vana Murehwa Sad I still remember Manini From Childwood what a Well composed Mother  to us then as Young children  I thank God for the opportunity that I personally had with her May WE all be comforted buy God,True,negative,greeting,[],False,[],False,"['i', 'a', 'to', 'us', 'as', 'i', 'i', 'her', 'be']",True,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Not judging hangu but nyama ndati nyama,True,unknown,general,[],False,[],False,[],False,chitchat
Very Powerfull,True,positive,general,[],False,[],False,[],False,chitchat
Hooo,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Bravoo,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mhuri yababa vangu mese munodadisa nerudawiro rwenyu panyaya iyi Saka pakuda kusarudzwa a MiniCommittee ina sachigaro munyori nasahomwe for the meantime The idea will be perfected as time goes on,True,neutral,greeting,[],False,[],False,"['a', 'be', 'as', 'on']",True,chitchat
Very sorry hamamdsrp,True,negative,general,[],False,[],False,[],False,chitchat
Kumberi ndekwanku,True,unknown,general,[],False,[],False,[],False,chitchat
Thank you Sp,True,unknown,general,[],False,[],False,[],False,chitchat
Tafara nekukuzivai mukoma kurcy ikko,True,unknown,general,[],False,[],False,[],False,chitchat
Tamuka zvakanaka Ev,True,unknown,general,[],False,[],False,[],False,chitchat
Inhema dziya vanenge vane Vicks,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ngaaite example,True,unknown,general,[],False,[],False,[],False,chitchat
Thanks you Apostle,True,positive,general,[],False,[],False,[],False,chitchat
Good morning  Ameeeen,True,unknown,general,[],False,[],False,[],False,chitchat
Tete murisey,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkkkkkkkkkkkkkkkkkkkkkkklkklklkkkkkkkkkkkkkkkkkkkk,True,unknown,general,[],False,[],False,[],False,chitchat
sorry andizi kuda kudenha mangwana kuchch,True,unknown,general,[],False,[],False,['kudenha'],True,chitchat
Hahaha Guys,True,unknown,general,[],False,[],False,[],False,chitchat
Inini hangu mu church mukatanga kujambiwa zviye zvoita boiz kuzodonha ziya vozozvitora mapiks etc haaa handione senge zvenge zvachiitirwa kukudzisa zita raMwari,True,unknown,religion,[],False,[],False,['mu'],True,chitchat
Ndoziwa Cy kuti ndiye sak simudzai maoko ndisarudze kkkkk,True,unknown,general,[],False,[],False,[],False,chitchat
Ndikukuudza wangu,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Muricy  muno anasisy  nanamukoma,True,unknown,general,[],False,[],False,[],False,chitchat
Ehe dumbu rotofanira kufadzwa  nekuti ndiye akatipa,True,unknown,general,[],False,[],False,['akatipa'],True,chitchat
Ivo ndovenyika naizvozvo vanotaura savenyika nenyika inovanzwa,True,unknown,general,[],False,[],False,[],False,chitchat
uyu nyangwe zvikanzi ane citizenship ngaigare hayo,True,unknown,greeting,[],False,[],False,['ane'],True,chitchat
Very sorry,True,negative,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ane ma sermons eBAFC ndokumbirawo,True,unknown,general,[],False,[],False,"['ane', 'ma']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ndimiriro,True,unknown,general,[],False,[],False,[],False,chitchat
Yes yes kuita kufukidza nadzo nyasha dzazvokwadi,True,unknown,general,[],False,[],False,"['yes', 'yes', 'kuita']",True,chitchat
Huhh ngatizvisiye arume,True,unknown,general,[],False,[],False,[],False,chitchat
TrueI agree,True,neutral,general,[],False,[],False,[],False,chitchat
httpsyoutubeVxktLwmpTDQsizWnKcZXbVLYNKp,True,neutral,general,[],False,[],False,[],False,chitchat
Hahaha,True,unknown,general,[],False,[],False,[],False,chitchat
Thanks,True,unknown,general,[],False,[],False,[],False,chitchat
Tinotenda hama yangu fr supporting basa raise wedu Kristu,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkk hama yangu pakaipa apo,True,unknown,general,[],False,[],False,[],False,chitchat
Kereke irikugona iyi Ev,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ndakapedzisira kukuona urikadiki,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Saturday st September,True,unknown,general,[],False,[],False,['st'],True,chitchat
Kuxool marwadzo dea,True,unknown,general,[],False,[],False,[],False,chitchat
Madays edu afamba chokwadi,True,unknown,general,[],False,[],False,[],False,chitchat
Makuvakwidza ndege yemashanga,True,unknown,general,[],False,[],False,[],False,chitchat
Monday rd February,True,neutral,general,[],False,[],False,[],False,chitchat
Uuum,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Makadii muno,True,unknown,general,[],False,[],False,[],False,chitchat
Welcome to the platform of  undiluted gospel,True,positive,general,[],False,[],False,"['to', 'of']",True,chitchat
Kahure,True,unknown,general,[],False,[],False,[],False,chitchat
chava deep kklk haa saka unorova mafana vhet,True,unknown,general,[],False,[],False,['deep'],True,chitchat
Kkkkkkkkkkkkkkkkllkll,True,unknown,general,[],False,[],False,[],False,chitchat
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Fantan was only a Harare Represantive,True,neutral,general,[],False,[],False,['a'],True,chitchat
Friday  May,True,unknown,general,[],False,[],False,[],False,chitchat
Anenge akapusa kaa kushandiswa mahara   iwewe unoiteyi nayo,True,unknown,general,[],False,[],False,[],False,chitchat
Saizvozvo vo vakati vapedza kurayira akatora mukombe akati Mukombe uyu ndiyo sungano itsva muropa ranguitai izvi nguva dzose kana muchinwa muchindirangarira,True,unknown,greeting,[],False,[],False,['vo'],True,chitchat
Ooh shame nematambudziko anamrewa,True,unknown,general,[],False,[],False,[],False,chitchat
Tirikudawo zvinobatikaka tichibeliever kuti muri vaMwarika,True,unknown,religion,[],False,[],False,['muri'],True,chitchat
Ndoozvir paGoogle,True,unknown,general,[],False,[],False,[],False,chitchat
Saturday th May,True,neutral,general,[],False,[],False,[],False,chitchat
Ini ndotorarira ikoko nhas,True,unknown,general,[],False,[],False,[],False,chitchat
Chii chirikuda kuvakwa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Si mhuri nemabasa,True,unknown,general,[],False,[],False,['si'],True,chitchat
Kkkk vamwe vatove ne imagine yavakutoona  paari Even vasati vamuona inperson  ma marks anodonha takarivara,True,unknown,general,[],False,[],False,"['ne', 'ma']",True,chitchat
This is an ugly flier,True,negative,greeting,[],False,[],False,"['is', 'an']",True,chitchat
I think zvinosiyana nevanhu mabackgrounds edu akasiyana gaya munhu anenge akakurira parusevha zvekuti kubva richibuda kusvika rinyure anenge akabhenda musana ari mumunda muzuva imomo and mwedzi uchipera pasina kana cent raanowana saka kuma basa aya anenge ama small small kwaari,True,unknown,greeting,[],False,[],False,"['i', 'and', 'aya', 'ama']",True,chitchat
Shuwa Godfrey Karimubhokisi dei wauya tadya tese pamwe mupunga  nehuku Chingwa chakazorwa sun jam tatodya,True,unknown,greeting,[],False,[],False,['karimubhokisi'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ndonguva yacho chokwadi,True,unknown,general,[],False,[],False,[],False,chitchat
Kuzarurirwa chaiko kunoshamisa,True,unknown,general,[],False,[],False,[],False,chitchat
Mhuri yakanaka,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Able ministers,True,unknown,general,[],False,[],False,[],False,chitchat
Tamuka zvakanaka,True,unknown,general,[],False,[],False,[],False,chitchat
Rentals December,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Munaka ndega,True,unknown,general,[],False,[],False,[],False,chitchat
Aaaa wauukubvunza ndiyani mnje apa,True,unknown,general,[],False,[],False,['apa'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Pakungoda vanogona kuronga chete,True,unknown,general,[],False,[],False,[],False,chitchat
Vanofara zvavo ava,True,unknown,general,[],False,[],False,['ava'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Zvekutungamira zvine varidzi izvi baba,True,unknown,general,[],False,[],False,[],False,chitchat
Apo akakura wena kusiira imi zvekuramba ne rent kkkk,True,unknown,general,[],False,[],False,['ne'],True,chitchat
Mbeva Madzingira,True,unknown,general,[],False,[],False,[],False,chitchat
kuri right sterek,True,unknown,general,[],False,[],False,[],False,chitchat
Point yako ndazoibata,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkk hooo,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkkkkkk,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Hanziiko neizvi nhaimi asi  thanks  hako   newewo rara munyasha,True,unknown,general,[],False,[],False,[],False,chitchat
Vakuda kudzoka here,True,unknown,general,[],False,[],False,[],False,chitchat
We chose Norah koz basa reKuNorah rinoda kuramba richimutsiridzwa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Good  lesson,True,unknown,general,[],False,[],False,[],False,chitchat
Ndingadawo zvangu kubvunza kuti mukoma Diva pavakatamba kusvika mai vapopota paive paimbwa munoziva kusasimba kwangu here or tagarira kuenda,True,unknown,general,[],False,[],False,[],False,chitchat
Nhy nhy hako iweee aaaaa ndipo panozobuda mawrds at isiri kuda kutaura imiiii,True,unknown,general,[],False,[],False,['at'],True,chitchat
Friday th April,True,neutral,general,[],False,[],False,[],False,chitchat
Batai baba,True,unknown,general,[],False,[],False,[],False,chitchat
Yaahgood that we now take recognisence of human personal development If you fail to develop another human being then the past is recklessly haunting you at a  wrong time dimension,True,negative,general,[],False,[],False,"['of', 'if', 'to', 'is', 'at', 'a']",True,chitchat
Nematambudziko hama mmmmsaf,True,unknown,general,[],False,[],False,[],False,chitchat
Ndizvo zvatakaudzwa zuro kut pachange pane live,True,unknown,general,[],False,[],False,[],False,chitchat
Chishuwo changu kuti dai Romeo abatana naGodknows raSharon raibva rangoitwa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Haaaa iweeee Jesu akambo taura izvozvo hr nhy,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Rugareee,True,unknown,greeting,[],False,[],False,[],False,chitchat
Mr Mrs Nyagwande,True,unknown,general,[],False,[],False,[],False,chitchat
Thanks  Engineer,True,positive,general,[],False,[],False,[],False,chitchat
Kkkkkk chopedza ichi,True,unknown,greeting,[],False,[],False,[],False,chitchat
Muchandiputsira  musha,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkk,True,unknown,general,[],False,[],False,[],False,chitchat
Dead bro,True,unknown,general,[],False,[],False,[],False,chitchat
Shame nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Taswera mheno vaChidziva avo varikuunganidza varikuda kuzongoikanda ra bunch remari kkkkkkk,True,unknown,finance,[],False,[],False,['ra'],True,chitchat
Thank you Elder,True,unknown,general,[],False,[],False,[],False,chitchat
Mukuziva wani Vhuramavi,True,unknown,general,[],False,[],False,[],False,chitchat
Ska ma register medu hedu takaenda,True,unknown,general,[],False,[],False,"['ska', 'ma']",True,chitchat
Vana vama zuvano vakuti ichi ndechangu isu taichinjana juzi one kuti imbopfeka tichiruma mango one yataba kwamachona,True,unknown,greeting,[],False,[],False,[],False,chitchat
Mai Mazoevcf file attached,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ririsei paCappa apo remuridzi,True,unknown,general,[],False,[],False,[],False,chitchat
Boo wena ko why musina vanhu munomu mukutadza basa kaaa,True,unknown,general,[],False,[],False,['ko'],True,chitchat
Gd mng happy fathers day to you anaMurewa makandikoshera,True,unknown,general,[],False,[],False,['to'],True,chitchat
Kune secret inonzi parental blessings vanhu vakawanda vanorasika tsoro yacho,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Saka Pastor  murikuti here imimbiriso yekushata nekuipa  ndiyo Sin,True,unknown,general,[],False,[],False,['sin'],True,chitchat
Jesu achiyedzwa aishandisirwa magwaro Jesu achishandisa magwaro Saka chii chachinja nhasi Mwari aripo uye Satan aripo,True,unknown,religion,[],False,[],False,[],False,chitchat
Bindura Big Sunday  December  contributions for Food,True,neutral,general,[],False,[],False,['big'],True,chitchat
Kkkkkk hana yedu veman u yakasimba,True,unknown,general,[],False,[],False,['u'],True,chitchat
Ndamuka zvakanaka chose cy mhuri,True,unknown,general,[],False,[],False,[],False,chitchat
Pagadziriswa maita basa,True,unknown,general,[],False,[],False,[],False,chitchat
We thanked so far noone takes drugsthe sons n daughters and grandchildren of the late Jeffreys and Creddah,True,neutral,greeting,[],False,[],False,"['so', 'n', 'and', 'of', 'and']",True,chitchat
Haah nhai ndamuziva shuwa kunhamo kumusha Yohweee nematambudziko the Manhuwas Very sad,True,unknown,general,[],False,[],False,[],False,chitchat
Ndri Nani zvngu mom,True,unknown,general,[],False,[],False,[],False,chitchat
hahahahha pakaipa kani,True,unknown,general,[],False,[],False,[],False,chitchat
Usabatwa nemweya wekusara,True,unknown,general,[],False,[],False,[],False,chitchat
Zvazoita wena,True,unknown,general,[],False,[],False,[],False,chitchat
Hatina nguva yaukufunga kt tinayo mzukunguva yekuomberana inogona ktoshaika,True,unknown,general,[],False,[],False,[],False,chitchat
Iweee zvanzi mushimba,True,unknown,greeting,[],False,[],False,[],False,chitchat
Asi tikati hakuchisina jeso hama zvoita hre iye ndiye dangwe otonzi hakuchisina saka tochisvika sei kunamwari isu takanzi todarika nepane dangwe,True,unknown,religion,[],False,[],False,['sei'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Trish ndyn zviya,True,unknown,general,[],False,[],False,[],False,chitchat
Ummm haaa apa handizive,True,unknown,general,[],False,[],False,['apa'],True,chitchat
Mwari muchengeti vedu,True,unknown,religion,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Nguva dzekusimuka kuenda kubindura Saturday evening  pm ukanonoka unosara,True,unknown,general,[],False,[],False,[],False,chitchat
Kkk,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Akazogamuchira kristu,True,unknown,greeting,[],False,[],False,[],False,chitchat
Sei sei,True,unknown,general,[],False,[],False,"['sei', 'sei']",True,chitchat
Kwandiri kutsvene hako hama kungozungunutsva nasartan chete kuda kuedzwa simba chte vakadii vamwe,True,unknown,general,[],False,[],False,[],False,chitchat
Church ya Jesu makadii pano,True,unknown,general,[],False,[],False,['ya'],True,chitchat
Iyeee haana pressure zvake,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
haa iwe vatonzwa so and vatogadzirisa mistake yavo,True,unknown,general,[],False,[],False,"['so', 'and']",True,chitchat
Kkkkkkk,True,unknown,general,[],False,[],False,[],False,chitchat
Pasi pano hatina musha hama,True,unknown,general,[],False,[],False,[],False,chitchat
Ishe uchakupai mukana mudikanimakadii paChitungwiza apoo,True,unknown,greeting,[],False,[],False,[],False,chitchat
Matendwa SG nekutipa chirongwa chedu cheFeeding inonaka,True,neutral,greeting,[],False,[],False,['nekutipa'],True,chitchat
Ehe,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko but  guys I think its wrong kuita official statement yenhamo dzevanhu pamwe dzimwe dzehama dzinenge dzisati dzaziya imagine kunzwa kuti baba wako wafa paa group tofanha kumirira right channel,True,unknown,greeting,[],False,[],False,"['i', 'kuita']",True,chitchat
Sista carol muri sei,True,unknown,greeting,[],False,[],False,"['muri', 'sei']",True,chitchat
Usatya hama yangu dzika nayo,True,unknown,general,[],False,[],False,[],False,chitchat
Gys musadaro imiii mmm  l know zvirip pagetto bt uyu munhu wekziva uyuu gys madiii mamubvunza unopindira kupi full name motora ma details ake nhy boiz,True,unknown,greeting,[],False,[],False,"['l', 'madiii', 'ma', 'ake']",True,chitchat
Mukanya Wahanzvadzi wacho,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Twalumba,True,unknown,general,[],False,[],False,[],False,chitchat
I am sending you todayafternoon,True,unknown,general,[],False,[],False,"['i', 'am']",True,chitchat
Umm we are paying data fees and WhatsApp is not owned by potraz  and the service providers that we pay our data topays their subscriptions to potraz and they also pay tax from our data purchases,True,neutral,greeting,[],False,[],False,"['and', 'is', 'and', 'to', 'and']",True,chitchat
Zvakamira straight,True,unknown,general,[],False,[],False,[],False,chitchat
Shamee nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ishe hake  dai avarapa,True,unknown,general,[],False,[],False,[],False,chitchat
Yes vanotevera Kristu vatsvene,True,unknown,general,[],False,[],False,['yes'],True,chitchat
Zvakanakai,True,unknown,general,[],False,[],False,[],False,chitchat
Yuh,True,unknown,general,[],False,[],False,[],False,chitchat
Hanty mati tiuye nawo from Chitown here,True,neutral,greeting,[],False,[],False,['mati'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Haa boiz life ka mmmmmm,True,unknown,general,[],False,[],False,['ka'],True,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Iwewe unotamba Chiii nhy murefu,True,unknown,greeting,[],False,[],False,[],False,chitchat
Gud evening Sorry not group related bt anenge abatsirawo Mwari vamuropafadze Ndine  gels vandikutsvagirawo attachment yeclothing tech kusona Anokwanisawo kundibatsira ngaandivingewo inbox,True,negative,religion,[],False,[],False,[],False,chitchat
Kkkkk mwana wangu iyeye veduwee ndava neboys girls ndodiiko namwari uyu,True,unknown,religion,[],False,[],False,[],False,chitchat
Pakudiwa mangoma apo,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Nematambudziko,True,unknown,general,[],False,[],False,[],False,chitchat
Zvemapicture izvi dai zvaibvira mapostawo ane quality iri best not kungoti as long riri picture ngaripostwe nepoor quality rayo robva raita serakatorwa nenokia x,True,unknown,general,[],False,[],False,"['ane', 'as']",True,chitchat
Haa uku kwakashudwa undiluted gospel chairo ndopandongoona kuti madzimai anekautera soo shoko vanoripfimbika kunge ravo ivo vainaro zvavo,True,unknown,general,[],False,[],False,['uku'],True,chitchat
Doc isai ako  pane pachikomana chepaguruve icho ndimi musiri kuda kupfuura nepabasa muchitora henyu  yacho,True,unknown,greeting,[],False,[],False,[],False,chitchat
Sure we actually got our hymn book from them,True,positive,general,[],False,[],False,[],False,chitchat
Mombe Pledges,True,neutral,general,[],False,[],False,[],False,chitchat
Wednesday th April,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Saka shuwa muchangochana imba nemba,True,unknown,general,[],False,[],False,[],False,chitchat
Tsano marovero andirikuita ma dragon izvezvi kaa haa  kure baba,True,unknown,general,[],False,[],False,['ma'],True,chitchat
Kkkk judha dairawo kkkk mapazwa her,True,unknown,general,[],False,[],False,['her'],True,chitchat
Pamusha pano makadiiko,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Greetings hama,True,neutral,general,[],False,[],False,[],False,chitchat
Zvemene,True,unknown,general,[],False,[],False,[],False,chitchat
Noted Thank you SG,True,neutral,general,[],False,[],False,[],False,chitchat
Since kune nhamo kuno vanhu vachatowanda,True,unknown,general,[],False,[],False,[],False,chitchat
Hahaha ndakambokutiza futy,True,unknown,general,[],False,[],False,[],False,chitchat
