message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent,contexts
Kumutsana kwakanaka,True,unknown,general,[],False,[],False,[],False,general,['general']
Tamuka tete mamuka seiwo,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'greeting']"
Tamuka Madzingira,True,unknown,general,[],False,[],False,[],False,general,['general']
Vamuka sei vazaya,True,unknown,general,[],False,[],False,['sei'],True,general,['general']
Tamuka tete mamukasei,True,unknown,greeting,"[{'term': 'mamukasei', 'meaning': 'How did you wake up?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'mamuka'}]",True,[],False,[],False,Greeting,"['family', 'greeting']"
Mutero musha mutero zvamuri kuita hausio musha musafarire kunzi masabhuku pasina mutero unodiwa nyika yose,True,unknown,general,[],False,[],False,['kuita'],True,Family,"['family', 'friendship']"
Nurse Training January  Intake Full Text,True,positive,general,[],False,[],False,[],False,general,['general']
Mamkasei mose kwamuri,True,unknown,general,[],False,[],False,[],False,general,['general']
Tamuka kanamamukawo,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Tamuka hedu,True,unknown,general,[],False,[],False,[],False,general,['general']
Makadii,True,unknown,general,[],False,[],False,[],False,general,['general']
makadii vabereki,True,unknown,general,[],False,[],False,[],False,general,['general']
Tiripo wakadii yakadii mhuri yako,True,unknown,greeting,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
inofara,True,unknown,general,[],False,[],False,[],False,general,['general']
Tiripo makadiiko ikoko,True,unknown,greeting,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Mamukasei pano,True,unknown,greeting,"[{'term': 'mamukasei', 'meaning': 'How did you wake up?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'mamuka'}]",True,[],False,[],False,Greeting,['greeting']
Tiripo,True,unknown,greeting,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Kune Shumba yakaonekwa kwaTonhorai kudhuze nekwaChiadzwa kuBocha Vagari veMutare Chimanimani neBuhera fambai makangwara Muchinge maiona batai Dr Mashava vezvemhuka nekukasika panhamba idzi   pamwe nekuzivisa hukuru hwenharaunda Edzai kufambisa shoko iri mumagroup enyu tisarasikirwa neupenyu,True,unknown,greeting,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship', 'educational']"
httpswhatsappcomchannelVaHqTUKgsOeNmBbs,True,neutral,general,[],False,[],False,[],False,general,['general']
Mapic ayo ndieku Tanzania mabuilding aka colapsa  masimba anokwana   akafiramo,True,unknown,general,[],False,[],False,[],False,Family,['family']
Kkk sorry mazimbabwean akafiramo vanohodha,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'humor', 'sympathy']"
Aaah inga zvakaoma,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Mamukasei pano mhuri,True,unknown,greeting,"[{'term': 'mamukasei', 'meaning': 'How did you wake up?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'mamuka'}]",True,[],False,[],False,Greeting,['greeting']
Tamuka mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,['greeting']
Tamuka zvedu,True,unknown,general,[],False,[],False,[],False,general,['general']
Tamuka mamukawosei tete,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Tamuka  sei team rangu,True,unknown,general,[],False,[],False,['sei'],True,Friendship,['friendship']
Mainini vakadii vana,True,unknown,general,[],False,[],False,[],False,general,['general']
Team riribho zvekut,True,unknown,general,[],False,[],False,['riribho'],True,Friendship,['friendship']
Vana vanofara chose bamkuru makadii nemhuri,True,unknown,general,[],False,[],False,[],False,Family,['family']
Mhuri inofara chose,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk twu mandionepi aa twakafitakuna,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Tuna sugar maize,True,unknown,general,[],False,[],False,[],False,general,['general']
Hatusakurwe kkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Ehe tunoita chero musora,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Pane atiava nembeu  iyi here,True,neutral,general,[],False,[],False,[],False,general,['general']
Ngaatione,True,unknown,general,[],False,[],False,[],False,general,['general']
Eee tumirai kuno muise mhodzi nepwa,True,unknown,general,[],False,[],False,[],False,general,['general']
Aaa zvenyu chenyu chakamera,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk Mari pamberi,True,unknown,finance,[],False,[],False,[],False,Finance,"['finance', 'humor']"
Ndoisa pamukuru mangwana,True,unknown,general,[],False,[],False,[],False,general,['general']
Maswera sei nemhuri tete,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,Greeting,"['family', 'greeting']"
Haaa rega ndoita zvekuuya nechitsoka,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Aaaa mosvika vanhu vose vatobva mumunda,True,unknown,general,[],False,[],False,[],False,general,['general']
Nyavakabva iyi inokavhora haitanekusvika munotovatangira kudya ivovatanga kurima,True,unknown,general,[],False,[],False,[],False,general,['general']
Morninig morninig,True,unknown,general,[],False,[],False,[],False,general,['general']
Mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,['greeting']
Ecy arkt ashaikirwa nemwana anga aripamaoko uyee months,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Ummm zvakaoma  hanziko mwana aiita seiko uyu,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Nhayi nhayi imi kuramba zvakugodzolorora kudaro,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'religion']"
Pakaipa,True,unknown,general,[],False,[],False,[],False,general,['general']
Uuuumm zvakaoma zvamunyanyira  chii chakadaro zvakaitika riini izvi,True,unknown,greeting,[],False,[],False,[],False,sympathy,['sympathy']
Ko  ndokumbirisawo no dzake,True,unknown,general,[],False,[],False,['ko'],True,general,['general']
Mai Wayne Mvcf file attached,True,neutral,general,[],False,[],False,[],False,general,['general']
Thank you so much,True,positive,general,[],False,[],False,['so'],True,general,['appreciation']
Makadiiko pano,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk maa kuba mitupo yevamwe  hamusi vana mbeva here,True,unknown,general,[],False,[],False,['kuba'],True,Family,"['family', 'humor']"
Mutupo upi,True,unknown,general,[],False,[],False,[],False,general,['general']
Ko manga Makati samanyanga zve madzingira,True,unknown,general,[],False,[],False,['ko'],True,general,['general']
Kkkkk uyu ndi nzou  kadiiki handi imi murimbeva,True,unknown,general,[],False,[],False,['ndi'],True,Humor,['humor']
Kkkk aaa hooo,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
But kanotsika kambeva kakafa,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkk usaone kukura muttumbi unorira mufanangu,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'humor']"
Mornining,True,neutral,general,[],False,[],False,[],False,general,['general']
Mng,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Muri cy kuno bhoo,True,unknown,general,[],False,[],False,['muri'],True,Friendship,['friendship']
Morninig  morninig,True,unknown,general,[],False,[],False,[],False,general,['general']
Mamuka sei mhuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,['greeting']
Tamuka,True,unknown,general,[],False,[],False,[],False,general,['general']
Makadini makadini hama regai ndiwane mukana uno kukuzivisai kuti nyaradzo yambuya Evi  mbuya Shinda ichange iriko musi wa    Dec kumusha ku Dorowa munokokwa mose ndatenda,True,unknown,greeting,"[{'term': 'makadini', 'meaning': 'How are you? (plural/formal)', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}, {'term': 'makadini', 'meaning': 'How are you? (plural/formal)', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,"['wa', 'ku']",True,Greeting,"['family', 'friendship', 'appreciation', 'educational', 'greeting']"
Tinofara chose mazviita,True,unknown,general,[],False,[],False,[],False,general,['general']
Theres a glut of poisoned fish at Lake chivero may we stay away from fishmongers and advice your relatives especially kurokeshenithe poisoning has also killed rhinos and other animals in the chivero park,True,negative,greeting,[],False,[],False,"['a', 'of', 'at', 'and', 'and', 'in']",True,general,['general']
Morninig family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Tete murisei,True,unknown,general,[],False,[],False,[],False,Family,['family']
Tamuka mainini,True,unknown,general,[],False,[],False,[],False,general,['general']
Kurova,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndriko hnk tete kurisei kumba nevana vedu,True,unknown,general,[],False,[],False,[],False,Family,['family']
Bhoo,True,unknown,general,[],False,[],False,[],False,general,['general']
Holiday yasvika vana sekuru mbuya baba Mai vakomana nevasikana,True,unknown,general,[],False,[],False,[],False,Family,['family']
Horror In Mabvuku,True,unknown,general,[],False,[],False,['in'],True,general,['general']
SHONA NEW CURRICULUM,True,positive,general,[],False,[],False,[],False,general,['general']
kamwe kamwana kakaenda kushop,True,unknown,general,[],False,[],False,[],False,Family,['family']
Makadiiko pano,True,unknown,general,[],False,[],False,[],False,general,['general']
Xmas box  tete,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ndeyekupi yatunga muti wangu iyo,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
Kkkkkk paruzevha,True,unknown,general,[],False,[],False,[],False,Education,"['educational', 'humor']"
Irikuuya,True,unknown,general,[],False,[],False,[],False,general,['general']
Wagona brother simbisai mhuri,True,neutral,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'appreciation']"
Ini semutungamiri we sadc  ndakachengeta guta redu,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk endai nevana kumusha mumwe anourayiwa negwai,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'finance', 'humor']"
Nditumireiwo ecocash  ndakaomerwa,True,neutral,general,[],False,[],False,[],False,general,['general']
Endai nacho kutsvanzva kkk,True,unknown,general,[],False,[],False,[],False,Finance,"['finance', 'humor']"
Manyarara hamudi nemari,True,unknown,finance,[],False,[],False,[],False,Finance,['finance']
Musatipewo pressure please,True,neutral,general,[],False,[],False,[],False,general,['general']
Vari  muque  paECO cash,True,unknown,general,[],False,[],False,[],False,general,['general']
Vakuwasha pliz itai plan,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'requests']"
Kkkk zvenyu,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
mapihwa pressure,True,unknown,general,[],False,[],False,[],False,general,['general']
Munofara here mose mose mery Christmas,True,neutral,general,[],False,[],False,[],False,general,['general']
Thank you tete same to you,True,neutral,general,[],False,[],False,['to'],True,Family,"['family', 'appreciation']"
Eeee mufunge,True,unknown,general,[],False,[],False,[],False,general,['general']
matanga baBee,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'romantic']"
Kkkkkk ndimi dzaburika panyama,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Ndandanyura mumakaka va kkk makakava taianyimwaka Aya achinzi haadyiwi nevakadzi akomana  aaah musazodaro,True,unknown,greeting,[],False,[],False,"['ndandanyura', 'va', 'aya']",True,Humor,['humor']
Iyi iyiiiii ma,True,unknown,general,[],False,[],False,['ma'],True,general,['general']
Kkk umwe achandipa zvake nenhau yemakakava,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Kkkk dai rangariri rekupima waidira mvura,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Kikkkkkkkkkk muri sei tete,True,unknown,greeting,[],False,[],False,"['muri', 'sei']",True,Family,"['family', 'humor']"
Ndakanaka ini brother  makadiiko nemhuri,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Ndiri kumusha,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Ini ndatadza kuenda January haana tsitsi neni kkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Saka matouraya mbudzi nehuku,True,unknown,general,[],False,[],False,[],False,general,['general']
Tangomanikidxira tete,True,unknown,general,[],False,[],False,[],False,Family,['family']
Mafetikuku madya henyu,True,unknown,general,[],False,[],False,[],False,general,['general']
Tanga tane ma Xmas akawanda tisina kuenda kumusha,True,unknown,general,[],False,[],False,['ma'],True,Family,"['family', 'friendship']"
Magona wena,True,unknown,general,[],False,[],False,[],False,general,['general']
Komborerwai,True,unknown,general,[],False,[],False,[],False,general,['general']
Mwana aiswa nabaBee achihedhiwa negwai ndewangu,True,unknown,greeting,[],False,[],False,[],False,Family,"['family', 'friendship', 'romantic']"
Muno kungogara semazuva ose kk,True,unknown,general,[],False,[],False,[],False,general,['general']
Farisai mhuri yedu,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndiyani,True,unknown,general,[],False,[],False,[],False,general,['general']
Vana havazive zvekumusha kk,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Ok,True,unknown,general,[],False,[],False,[],False,general,['general']
Lovly momvcf file attached,True,neutral,general,[],False,[],False,[],False,Family,['family']
Ndokumbirawo mu add number idzi mu group,True,unknown,general,[],False,[],False,"['mu', 'mu']",True,Requests,['requests']
Ndiyani uyu,True,unknown,general,[],False,[],False,[],False,general,['general']
Mai Irine,True,unknown,general,[],False,[],False,[],False,general,['general']
Hey apo,True,neutral,greeting,"[{'term': 'hey', 'meaning': 'Hey (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Makadiiko Mai  lreen,True,unknown,general,[],False,[],False,[],False,general,['general']
Boo hang,True,unknown,general,[],False,[],False,[],False,general,['general']
Mamuka sei pamusha pano,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['family', 'friendship', 'greeting']"
Tamuka kana mamukawo nemhuri,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Tamuka wena vari sei vazaya,True,unknown,general,[],False,[],False,['sei'],True,general,['general']
Vanofara vose  vava kudya porridge,True,unknown,general,[],False,[],False,[],False,general,['general']
Dzakadii hama dzangu dzeropa,True,unknown,general,[],False,[],False,[],False,Family,['family']
Takachengetwa,True,unknown,general,[],False,[],False,[],False,general,['general']
Mwari ngavakudzwe,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Tamuka zvedu,True,unknown,general,[],False,[],False,[],False,general,['general']
Parisei pa Dorowa ndimi murimudya hove dzemu  Danga,True,unknown,general,[],False,[],False,['pa'],True,general,['general']
Tiri vehumambo,True,unknown,general,[],False,[],False,[],False,general,['general']
Ku dam dzichiriko here hove,True,unknown,greeting,[],False,[],False,['ku'],True,general,['general']
Hobho,True,unknown,general,[],False,[],False,['hobho'],True,general,['general']
Heyiii ndouya ndimbo kukudza,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Makadiiko nemhuri,True,unknown,general,[],False,[],False,[],False,general,['general']
Mhuri inofara vakadii vazaya,True,unknown,general,[],False,[],False,[],False,general,['general']
Takanyaradzika munaIshe,True,unknown,general,[],False,[],False,[],False,Religion,['religion']
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Haaa tinouya kumba kwenyu ikoko,True,unknown,general,[],False,[],False,[],False,Family,['family']
Aaaa,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Kkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
IMPORTANT PUBLIC NOTICE NEW YEARS EVE FIREWORKS REGULATIONS,True,positive,general,[],False,[],False,['regulations'],True,Work,['work']
Ndozvanga zvakanakira COVID Era wainzwa radio yakuti Meanwhile schools remain closed until further notice,True,neutral,greeting,[],False,[],False,['era'],True,Education,['educational']
May  and beyond be years of seeking  the Lords face His grace and mercy and a deep understanding of His will,True,neutral,greeting,[],False,[],False,"['and', 'be', 'of', 'and', 'and', 'a', 'deep', 'of']",True,Religion,"['religion', 'friendship']"
Happy New year mhuri,True,positive,general,[],False,[],False,[],False,general,['general']
Happy New year our family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Amen ngadziwanzwe nyasha dzakazara nerugare,True,unknown,religion,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship']"
Eee apoo apooo,True,unknown,general,[],False,[],False,[],False,general,['general']
Muripo mose hr pano,True,unknown,general,[],False,[],False,[],False,general,['general']
Tirimo muna  imomo tete tikungotenda Nyasha dzaMwari,True,unknown,religion,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship', 'appreciation']"
Kkkkkk Mwari anesu,True,unknown,religion,[],False,[],False,[],False,Religion,"['religion', 'humor']"
Makadiiko mainini Happy newyr,True,unknown,general,[],False,[],False,[],False,general,['general']
Tirimo munyasha tete happy happy,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Totenda kuchengetwa,True,unknown,general,[],False,[],False,[],False,general,['appreciation']
Zvokdzwa,True,unknown,general,[],False,[],False,[],False,general,['general']
Zvatanga,True,unknown,general,[],False,[],False,[],False,general,['general']
Tsamba yedu tinoiwana kubva kubhuku ya Ndira  chapter  musoro weshoko uchiti KUZARURWA KWEZVIKORO Verse   Une nhamo uyo uchagocha nemari yefees nokuti naiye uchagochwawo naDhumasta nezuva guru rekuvhurwa kwazvo,True,unknown,finance,[],False,[],False,['ya'],True,Family,"['family', 'religion', 'finance', 'educational']"
TODAYS MOTIVATIONAL HAPPY NEW YEAR,True,unknown,general,[],False,[],False,[],False,general,['general']
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Makasimba here varume  Panewo murume anonzi John Rubaya akashaya kuno kuCape town hama dzake hapana arikudziziva asi vanhu vari kuti murume uyu aiti anobva kuMt Darwin Facebook account yake inoti akadzidza paNyamatikiti high school Kana paine anoziwawo hama dzake pliz tokumbirawo kuti dziziviswe nokuti vanhu vari kuno vatambura kuti totangira papi Endesaiwo muma groups mamsge hama yedu iwane rubatsiro Mazvita,True,unknown,greeting,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['papi'],True,Greeting,"['family', 'friendship', 'requests', 'educational', 'greeting']"
Mamuka seiko hama kwose kwamuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'greeting']"
Kuntiri kutenda nyadenga watipa mvura,True,unknown,general,[],False,[],False,"['nyadenga', 'watipa']",True,Religion,"['religion', 'appreciation', 'location']"
Yasvika here pa BBC apo,True,unknown,general,[],False,[],False,['pa'],True,general,['general']
Ndokwandri ndatova ne  days ndriko kkupisa zvkt huyauone,True,unknown,general,[],False,[],False,['ne'],True,general,['general']
Umm dai Mwari  vapindira kuno kubva zuro kuma yavatira nanhasi keava kupfunha asi kwakanaya,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Makadimba here brother  nemhuri,True,neutral,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Boe Tete murisei zuva Kani mmm,True,unknown,general,[],False,[],False,[],False,Family,['family']
Saka kana manheru hakuna kunaya,True,unknown,greeting,"[{'term': 'manheru', 'meaning': 'Good evening', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Kkkkk kule,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Asi kwa mhuriyengwe kwakanaya,True,unknown,general,[],False,[],False,[],False,general,['general']
Ehe,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk asi varkunyepa kt vari kumusha kani,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'humor']"
Aaaa nhai veduwee chii chi,True,unknown,greeting,[],False,[],False,['chi'],True,general,['general']
Nditori naye pano,True,unknown,general,[],False,[],False,[],False,general,['general']
Kwamangwanyak Kuma shops ehee,True,unknown,general,[],False,[],False,[],False,general,['general']
Sengejira,True,unknown,general,[],False,[],False,[],False,general,['general']
Umm vakomana imi taurai kwamuri,True,unknown,general,[],False,[],False,[],False,general,['general']
Ini hangu ndogon ktokupayi pic rinorakidza pandiri,True,unknown,general,[],False,[],False,[],False,general,['general']
Kt tiri kumushak hazvireve kt takatogara pambanekwangu kuye vanotoona moto panze usiku,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Kkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Tsubvu dzirikuoma nezuva mmm pkashata,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Kkkkk ndanga ndichida kutovhunza kuti tsubvu ddzakabereka here,True,unknown,greeting,[],False,[],False,[],False,Love,"['romantic', 'humor']"
Haa dzanga dzabereka asi dzakuperera pasi nezuvatsubvu kuibva imvuraka,True,unknown,general,[],False,[],False,[],False,general,['general']
Pakaipa manje mahwakwa how far,True,unknown,general,[],False,[],False,[],False,general,['general']
Ari kuibva maoneone asi arikuvava ft haa pkashata,True,unknown,general,[],False,[],False,['ft'],True,Family,"['family', 'friendship']"
Eeh tiri kumusha,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Kkkk heyii,True,unknown,greeting,[],False,[],False,[],False,Humor,['humor']
Zvakanaka,True,unknown,general,[],False,[],False,[],False,general,['general']
Saka maonde hakuna futi,True,unknown,general,[],False,[],False,[],False,general,['general']
Haa handisati ndasangan nemuondeba,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ukutaridza kusagutsikana mzukurska kt uzoziv kt ichokwadi kna nguva dzikatibvumidza tirikudarik tichitora huku  pamba pako kusenitonobaira mberi kna usina tikutotora matoki wosara hako wkatsamwaasi ndine hurombo cz tosvika dzisati dzavhurwa cz dakunobata  muhararepkashata pari kufambwa mzaya,True,unknown,greeting,[],False,[],False,['mzaya'],True,sympathy,"['family', 'friendship', 'educational', 'sympathy']"
KKK haaa imi mukunyepa imi,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Usazonyarara pagroup kna huku dzatorwaunosara uchigumbuka kna tabva asi hazvichatimis kuuya nepo,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Ehe ndotaura ndakatokumirirayi,True,unknown,general,[],False,[],False,[],False,general,['general']
Hatina nguva yaukufunga kt tinayo mzukunguva yekuomberana inogona ktoshaika,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
zvakanaka hazvo vasekuru,True,unknown,general,[],False,[],False,[],False,Family,['family']
Kkkkk muregerereiwo mwana uyoo,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'humor']"
Hhhh momy varikunyepa avo,True,unknown,general,[],False,[],False,[],False,Family,['family']
Washinga here mwanangu,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
aiwa ko kutora hukuka mucherechedzo wkt urihamamwanaka uyu,True,unknown,general,[],False,[],False,['ko'],True,Family,['family']
Kkk vanokutorera toki neni ndikagumbuka,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Yaa magona apo,True,unknown,general,[],False,[],False,[],False,general,['general']
Ehe aaa hakuna zvakadaro Mom,True,unknown,general,[],False,[],False,[],False,Family,['family']
Aaa  kana muriko vakomana  hanzi nemwana sunungukai,True,unknown,general,[],False,[],False,[],False,Family,['family']
miraika muone tete,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ehe aa,True,unknown,general,[],False,[],False,[],False,general,['general']
Mozondiratidza kkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Hatisati tapera sekufunga kwake,True,unknown,general,[],False,[],False,[],False,general,['general']
Ummm,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkk  hamusati Madera here musoni,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Munaita muchimuonesa kt vanhu vawakutamba navo  Havana kuchipa,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Hamusati mapera here musoni,True,unknown,general,[],False,[],False,[],False,general,['general']
Watamba na uncle mwanangu,True,unknown,general,[],False,[],False,['na'],True,Family,['family']
Hapasina apo plas ndi bamukuru vangu futii momy,True,unknown,general,[],False,[],False,['ndi'],True,Family,['family']
Aaaa saka mozivana,True,unknown,general,[],False,[],False,[],False,general,['general']
BaBee huyai mudaire apo panzi bamukuru apo,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'romantic']"
Kuda ktiza nehukundrikuy nemudonzvo mzukuru,True,unknown,general,[],False,[],False,[],False,general,['general']
Kwayi namomy dairayi Apo,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ndopadaira Musi waunoda sekurunyaya yko ichifanira chete kudarika nepandirindo answer,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Chero imi musiwa munoda hama dzemukadzi nyaya yacho inotanga nepandiri,True,unknown,general,[],False,[],False,[],False,Family,['family']
Handina matare anorongwa nevakadzi mzkuru,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndkumboita busy toonana kuseni,True,unknown,general,[],False,[],False,[],False,general,['farewell']
Hhh isu edu tinoita tega zvedu,True,unknown,general,[],False,[],False,[],False,general,['general']
Ok huyayi bamukuru,True,unknown,general,[],False,[],False,[],False,Family,['family']
Kkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Kkkk hokoyo,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Kunobyatanga kunaya veduwee,True,unknown,general,[],False,[],False,[],False,general,['general']
Tokuonayi musvika,True,unknown,general,[],False,[],False,[],False,general,['general']
Paita a serial rapist arikufamba achiti anotsvagira vanhu ma Basa or ane munhu arikuda munhu we Basa be it remumba  mumashops Munhu uyu akushanda ne mukadzi anoto pretender kuti anoda munhu webasa zvekuti anotopa victim number dzemukadzi uyu vototaura Arikuzoti kune victim ngatisangane pakati apa parikuzobudikira bhinya iri ro raper rotora phone ne zvimwe kubva ku victim  Adaro ari kushandisa phone ye victim kutsvaga the next target Vanhu vapera veduweee kandai muma groups sechenjedzo kuvanhu vedu Marimba MufakoseBudiriro Kuwadzana Whitehouse areas ndokwaari kunyanya kutora mavictims ake,True,unknown,finance,[],False,[],False,"['a', 'ma', 'ane', 'be', 'it', 'ne', 'apa', 'ro', 'ne', 'ku', 'ye', 'kandai', 'ake']",True,Family,"['family', 'religion', 'friendship', 'finance', 'educational', 'work']"
Ngaagumire ikoko kuno tava bhoo naye,True,unknown,general,[],False,[],False,[],False,general,['general']
Mamuka sei nemhuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,['greeting']
Nayo mvura Mwari wedu vatirangarira,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Ndamuona hangu,True,unknown,general,[],False,[],False,[],False,general,['general']
Kkkkk ndamuona achidimburira neku Kambuzuma,True,unknown,greeting,[],False,[],False,[],False,Education,"['educational', 'humor']"
